	MV_FEI1_t1Q14	MV_FEI2_t1Q14	MV_FEI3_t1Q14	MV_FEI4_t1Q14	MV_FEI4_t2Q15	MV_FEI5_t1Q14	MV_FEI5_t2Q14	MV_FEI5_t3Q15	MV_FEM1_t1Q14	MV_FEM2_t1Q14	MV_FEM3_t1Q14	MV_FEM4_t1Q14	MV_FEM4_t2Q15	MV_FEM5_t1Q14	MV_FEM5_t2Q14	MV_FEM5_t3Q15	MV_MIM1_t1M14	MV_MIM2_t1M14	MV_MIM3_t1M14	MV_MIM4_t1M14	MV_MIM4_t2F15	MV_MIM5_t1M14	MV_MIM5_t2M14	MV_MIM5_t3F15
1.1.1.159	3.459214e-05	6.06894e-07	1.18652e-06	0.0	0.0	0.00010079902	1.977775e-05	0.0	1.977775e-05	3.459214e-05	0.00010079902	2.49512e-06	2.9325767e-06	0.0	9.53495e-06	1.3651672e-06	2.9325767e-06	0.0	0.0	2.49512e-06	7.05721e-06	0.0	1.6297494999999997e-05	9.95168e-07
1.1.1.163	2.17985e-06	0.0	0.0	2.17985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.169	2.6422052799999997e-05	0.0001273168416	8.188261999999999e-05	0.0	2.293312e-05	1.7765874999999997e-05	4.080671500000001e-05	4.080671500000001e-05	4.080671500000001e-05	0.0	1.8123100000000003e-05	6.0213672e-05	0.0	0.0	0.000132836293	0.0	3.6422339e-05	8.188261999999999e-05	0.0	0.0	9.2971239e-05	0.0	2.293312e-05	0.0
1.1.1.17	0.0	0.0	1.907154e-05	8.75886e-07	6.39047e-07	0.0	2.4105693e-05	2.70103e-06	0.0	0.0001392368194999	2.70103e-06	7.590106e-07	0.0	0.0	0.0	0.0	3.2795009800000004e-05	1.907154e-05	3.046396e-05	0.0003132425499999	0.0	0.0	0.0	8.75886e-07
1.1.1.179	1.30122e-06	0.0	1.30122e-06	0.0	0.0	0.0	1.60322e-06	0.0	0.0	1.30122e-06	0.0	4.48688e-05	0.0	5.3841e-07	1.5540399999999998e-05	0.0	4.48688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.18	2.68833e-06	1.4429842e-05	4.6630427e-05	3.9903413e-05	0.0	1.4429842e-05	0.0	4.6630427e-05	1.4429842e-05	0.0	0.0	0.0	6.5856e-06	0.0	0.0	1.20119274e-05	1.6120792e-05	0.0	1.049651e-05	2.68833e-06	0.0	4.0743641e-05	0.0	2.68833e-06
1.1.1.188	0.0	0.0	0.0	5.57569e-07	0.0	0.0	0.0	0.0	1.61974e-05	0.0	1.55967e-07	2.64375e-06	0.0	0.0	4.42822e-06	0.0	8.63153e-05	8.63153e-05	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.193	0.0002513622209999	0.0002513622209999	1.0315103e-05	8.5733241e-05	4.465123e-05	3.99929e-06	0.0	6.443797899999998e-05	0.00020390094	0.00012978939	0.00012978939	3.99929e-06	4.465123e-05	7.955432699999999e-05	8.74449e-05	8.5733241e-05	0.0	0.0	5.75798e-05	0.0	0.00020390094	5.75798e-05	1.0315103e-05	3.99929e-06
1.1.1.2	0.0	6.8716495e-05	3.61618116e-05	0.0	0.0	0.0	0.0	3.61618116e-05	2.1080926e-05	0.0	0.0	0.0	6.8716495e-05	2.61907e-06	0.0	0.0	5.8943104999999995e-05	0.0	0.0	0.0	0.0	4.34161e-05	0.0	8.575280000000001e-07
1.1.1.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13728e-06	0.0	0.0	2.13728e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.13728e-06	0.0	0.0	0.0	0.0
1.1.1.202	0.0	1.72056e-06	0.0	1.3682658e-05	4.094754e-07	0.0	6.35271e-07	0.0	2.1579753e-05	0.0	0.0	0.0	7.21757e-07	0.0	0.0	0.0	2.31857e-06	7.21757e-07	1.3682658e-05	0.0	1.3682658e-05	7.21757e-07	1.72056e-06	0.0
1.1.1.205	0.0001534111911	0.0002160322629999	0.000196569973	0.0002833730379999	0.0	9.40568435e-05	0.0	9.40568435e-05	9.40568435e-05	0.0002160322629999	9.40568435e-05	0.0	0.0	0.0001649678862	0.000196569973	0.0	0.0001534111911	0.00018931451	0.0002691393515999	0.0	0.00018931451	0.0	0.0001024784479999	0.000196569973
1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12036e-07	0.0	6.12036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12036e-07
1.1.1.215	0.0	1.68689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.218	0.0	0.0	6.97446e-07	0.0	0.0	0.0	3.42297e-06	4.91871e-07	2.673577e-06	3.2472233e-06	1.03288e-06	0.0	1.04026e-05	0.0	0.0	0.0	6.97446e-07	5.38867e-07	0.0	0.0	1.5056521e-05	0.0	6.97446e-07	2.673577e-06
1.1.1.22	0.0001746400159999	0.0	0.0	0.000159716789	9.591134679999996e-05	8.75732e-06	0.0001298950511	0.0001752326192	0.0001746400159999	0.0001752326192	4.7169942e-05	0.0001746400159999	3.77569724e-05	0.000159716789	0.0	9.941314789999998e-05	0.0	0.000128212415	0.0001298950511	7.328916800000002e-05	0.000167294221	0.0001298950511	0.000167294221	6.986164619999999e-05
1.1.1.23	0.0	0.0001023230316	0.0	0.0001906652139	0.0001023230316	0.000260027769	0.000173276995	0.0	0.0	0.000260027769	0.000113985387	0.0	7.75521e-06	0.0	0.000173276995	0.0	8.3380997e-05	0.0002878649669999	7.75521e-06	0.000173276995	0.000243322124	0.000243322124	7.75521e-06	7.75521e-06
1.1.1.237	0.0	0.0	0.0	0.0	2.23866e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35886e-06	6.04173e-07	1.83978e-05	4.93818e-06	0.0	0.0	0.0	6.04173e-07	6.04173e-07	6.04173e-07	0.0
1.1.1.244	0.0	0.0	0.0	3.3027387e-05	0.0	1.373515e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3027387e-05	0.0	0.0	0.0
1.1.1.25	0.0	0.0	0.000123883961	8.1945746e-05	0.00014463616	8.31455e-05	8.1945746e-05	0.0	4.182513099999999e-05	0.0	0.0001119412884999	1.8935349e-05	0.0	8.070889399999999e-05	4.182513099999999e-05	0.0	5.633669200000001e-05	0.00014463616	0.00014463616	0.000163538885	8.070889399999999e-05	4.182513099999999e-05	1.589977e-05	8.31455e-05
1.1.1.251	8.091943e-05	0.0	5.400661e-07	8.091943e-05	1.5123169999999998e-07	0.0	1.4007276e-05	0.0	0.0	0.0	2.39778256e-05	0.0	0.0	2.39778256e-05	8.091943e-05	0.0	0.0	0.0	0.0	0.0	5.012912e-07	0.0	0.0	5.400661e-07
1.1.1.262	0.0001481296432	1.426428e-05	2.1611468e-05	0.0	6.684791699999999e-05	6.5449682000000016e-06	6.684791699999999e-05	1.703072e-05	0.0	0.0	2.94085759e-05	0.0	0.0	2.246012e-05	1.1836717e-05	1.1836717e-05	2.246012e-05	0.0	1.57229941e-05	1.703072e-05	1.703072e-05	1.57229941e-05	4.804718e-05	1.57229941e-05
1.1.1.264	0.0	2.072707e-06	4.61349e-06	0.0	0.0	8.380218000000001e-05	8.380218000000001e-05	0.0	4.81996e-08	0.0	2.072707e-06	0.0001126505	5.7794e-07	0.0	0.0001126505	0.0	4.296506e-05	0.0	0.0	7.011332e-06	5.7794e-07	0.0	0.0	1.047392e-06
1.1.1.267	3.6864325e-05	0.00021733001	3.6864325e-05	0.000121913312	0.0	0.00015332299	0.0001727762626	0.0001775112209999	0.0001775112209999	0.000200356296	0.0	2.07442e-05	0.0	0.000121913312	0.0	0.0	0.0	0.0	0.000121913312	0.000153065058	2.07442e-05	0.0	2.3355543999999997e-05	0.00015332299
1.1.1.268	0.0	0.0	0.0	4.46992e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83655e-07	5.83655e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.27	0.0003078200891	5.170875e-06	6.019203830000001e-05	3.72977e-05	2.07773687e-05	2.07773687e-05	2.3155342000000003e-05	0.0002382239599999	0.0	0.000419897694	0.0	0.0003078200891	0.0003078200891	9.8849177e-05	9.221651e-05	8.355012e-06	0.0002382239599999	0.000187908	0.0002382239599999	6.0458479e-05	0.0	5.170875e-06	9.524713e-06	9.221651e-05
1.1.1.271	0.0002907106562	0.0	0.0001124325423	0.000207835039	0.0	4.084678e-05	0.0	0.0	2.0721647e-05	1.8804521e-05	0.0	0.0	0.000107145089	3.54451707e-05	9.62062e-05	0.0	5.2787044e-05	0.000107145089	0.000107145089	0.0002907106562	0.0	0.0001124325423	2.0721647e-05	0.00013738808
1.1.1.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85135e-07	0.0	0.0	0.0	0.0	1.85135e-07	0.0	0.0	0.0	0.0	1.85135e-07	1.85135e-07
1.1.1.274	0.0	0.000245059235	0.0001906293198999	0.0	0.000164225767	0.0	0.0	7.95863e-07	0.0	2.861434e-06	0.0	2.6186654700000003e-05	0.0001629625519999	0.0001906293198999	0.000164225767	0.0001629625519999	0.0	0.0001697408806	7.95863e-07	0.0001906293198999	8.541460000000001e-05	0.000245059235	0.0001697408806	3.960281e-06
1.1.1.276	0.0	0.0	0.0	0.0	1.28575e-06	0.0	1.05848e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39088e-06	0.0	7.81092e-06	0.0	0.0	0.000189761015	0.0	0.0	0.0	0.0
1.1.1.28	4.66415279e-05	2.8291599999999997e-06	1.67362902e-05	0.0	4.06996386e-05	0.0	0.0	2.8291599999999997e-06	0.0	0.0	2.8291599999999997e-06	0.0	0.0	6.1132031e-06	0.000165671002	0.0001608250715	0.0	5.335471e-06	0.0	0.0001608250715	0.0	0.0	2.8073895e-05	1.433075e-06
1.1.1.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.282	5.0982916e-06	0.0	6.026984e-05	5.4468999999999995e-06	6.026984e-05	5.10009e-07	0.0	0.0	0.0	1.384268e-06	1.2754873e-06	0.0	0.0	5.0982916e-06	6.026984e-05	1.6684207e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.4468999999999995e-06	0.0
1.1.1.283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.286257000000001e-06	0.0	0.0	0.0	1.01563e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.850394e-06	0.0
1.1.1.284	0.0	3.76142404e-05	1.439659e-06	0.0	0.0001270820045	1.5896039999999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.308187e-05	0.0	1.439659e-06	0.0	1.7376629999999998e-05	1.7376629999999998e-05	9.0627343e-05	0.0001318650799999	4.308187e-05	1.343242e-06	1.439659e-06	4.92275e-07
1.1.1.287	0.0	0.0	0.0	0.0	2.71909e-07	0.0	0.0	0.0	9.47053e-06	0.0	0.0	0.0	0.0	0.0	9.47053e-06	0.0	4.16065e-07	0.0	2.71909e-07	0.0	0.0	0.0	0.0	0.0
1.1.1.289	0.0	0.0	0.0	0.0	0.0	3.73718e-06	6.36359e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34993e-05	0.0	0.0	4.42647e-07	0.0
1.1.1.29	1.94878e-06	3.89555e-05	0.0	1.7715e-05	1.42758e-05	1.54604e-06	1.08575e-06	0.0	2.53855e-06	3.28922e-07	0.0	6.47335e-07	3.89555e-05	1.7715e-05	1.42758e-05	1.08575e-06	1.54604e-06	0.0	1.94878e-06	0.0	2.53855e-06	1.54604e-06	1.54604e-06	0.0
1.1.1.290	1.748569e-05	0.0	0.000172265492	1.1091605e-05	0.0	0.0001138265529999	1.25337e-05	1.748569e-05	1.1091605e-05	1.1091605e-05	0.0	0.0	1.1091605e-05	0.0001575734	0.0	0.0	7.0197004e-05	7.5165263e-05	0.0	1.5733108e-05	0.0002111410638	0.0	0.0	0.000174844655
1.1.1.291	6.9074999999999995e-06	0.0	6.9074999999999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.360534e-06	0.0	2.360534e-06	2.360534e-06	0.0	0.0	0.0	1.1543064e-05	0.0	0.0	0.0	6.9074999999999995e-06	0.0	2.360534e-06	1.48486e-06
1.1.1.292	0.0	7.60433e-06	1.368378e-05	2.6601786700000003e-05	0.0	7.60433e-06	5.013190999999999e-06	3.0686469999999996e-05	3.99021974e-05	0.0	0.0	2.7042622999999997e-05	0.0	2.1926263e-06	0.0	0.0	4.953967e-05	5.013190999999999e-06	3.0686469999999996e-05	4.953967e-05	1.368378e-05	0.0	2.6601786700000003e-05	0.0
1.1.1.298	6.75256e-08	0.0	0.0	0.0	7.861658e-06	0.0	0.0	0.0	2.540061e-07	0.0	0.0	8.143249000000001e-06	0.0	0.0	6.75256e-08	0.000103733676	0.0	8.183529599999999e-05	0.0	0.0	0.0	0.0	2.540061e-07	0.0
1.1.1.3	7.732450210000001e-05	4.3755085e-05	0.0003521309321999	6.92177987e-05	0.0	0.0003521309321999	0.00015836177	0.0002824136891	7.732450210000001e-05	0.0	0.0	0.0	0.0	2.2630511000000003e-05	0.0003521309321999	0.0	0.0	0.0002450599634999	6.92177987e-05	0.0	4.3755085e-05	0.000285765191	0.0	0.0002450599634999
1.1.1.30	0.0	0.0	2.210292e-05	0.0	0.0	0.0	0.0	0.0	2.7932494e-05	0.0	0.0	2.210292e-05	2.7932494e-05	0.0	2.7932494e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.304	0.0	1.292905e-05	0.0	0.0	5.2894090999999994e-05	1.292905e-05	0.0	1.292905e-05	0.0	0.0	0.0	2.5494700000000003e-06	0.0	0.0	2.5494700000000003e-06	0.0	0.0	2.11962e-07	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.305	3.399422e-06	0.0	4.1700036e-05	0.0	2.86267e-07	2.9934202e-05	0.0	7.4800571e-05	0.0	0.0	0.0	4.1700036e-05	0.0	5.073100000000001e-06	2.86267e-07	4.1700036e-05	4.1700036e-05	0.0	0.0	7.4800571e-05	0.0	0.0	0.0	0.0
1.1.1.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.31	0.0	0.0	0.0	0.0	0.0	2.838443e-06	0.0	0.0	0.0	5.504805e-06	0.0	0.0	0.0	0.0	1.8047704e-05	0.0	0.0	0.0	0.0	1.8047704e-05	0.0	2.55461e-06	2.838443e-06	0.0
1.1.1.313	0.0	0.0	4.21387e-06	0.0	4.21387e-06	0.0	4.21387e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.317	1.00731e-06	2.25778e-05	0.0	5.08663e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67118e-07	3.34137e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.25778e-05	0.0	0.0
1.1.1.336	8.43228e-07	0.0	0.0	4.50653e-06	1.7801539999999998e-05	0.0	0.0	8.54222e-05	6.67275e-07	1.7801539999999998e-05	0.0	7.16723e-06	3.773353e-05	7.16723e-06	3.773353e-05	1.7801539999999998e-05	7.16723e-06	0.0	6.67275e-07	4.50653e-06	0.0	1.7801539999999998e-05	3.04935e-05	0.0
1.1.1.34	1.01505e-06	0.0	0.0	0.0	1.01505e-06	0.0	0.0	0.0	0.0	2.40259e-06	1.01505e-06	0.0	0.0	1.84683e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.341	0.0	0.0	0.0	4.17089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23897e-06	4.17089e-07
1.1.1.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.346	2.51192e-07	6.37252e-08	1.8023999e-05	0.0	0.0	0.0	0.0	1.663771e-05	1.27411e-06	4.2016000000000006e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.707e-06	0.0	1.17966e-07	2.895907e-05	0.0	0.0	0.0
1.1.1.35	0.0	0.0	6.667405499999998e-05	9.97279e-06	0.0	2.4912806e-06	0.0	9.97279e-06	0.0	2.70759e-07	0.0	9.97279e-06	0.0	0.0	2.70759e-07	2.4912806e-06	6.667405499999998e-05	4.054459700000001e-06	2.70759e-07	0.0	2.1159255000000003e-05	6.667405499999998e-05	1.4308943999999995e-06	4.054459700000001e-06
1.1.1.350	0.0	6.11693e-06	0.0	0.0	0.0	9.84128e-07	6.81472e-06	0.0	6.81472e-06	2.3211e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.36	2.27877e-05	0.0	0.0	4.45752e-06	4.45752e-06	5.56789e-07	0.0	0.0	5.56789e-07	0.0	0.0	4.45752e-06	2.20177e-06	0.0	0.0	4.090066e-06	0.0	0.0	4.090066e-06	0.0	0.0	0.0	6.3065990000000005e-06	0.0
1.1.1.369	0.0	0.0	0.0	0.0	0.0	6.53381e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53381e-06	0.0	0.0	0.0
1.1.1.37	5.542710529999999e-05	3.7051089999999994e-05	3.1306983e-05	0.0	0.0	0.0	0.0	3.48925e-06	8.520194000000001e-05	0.0	0.000113798428	2.4081299999999996e-05	0.000120597559	2.127088e-05	0.0	2.4081299999999996e-05	8.520194000000001e-05	3.8103003e-05	5.542710529999999e-05	0.0001046588947999	4.27570088e-05	0.000120597559	5.542710529999999e-05	4.27570088e-05
1.1.1.373	0.0	0.0	2.37806e-05	0.0	1.175064e-05	2.681532e-05	1.175064e-05	0.0	9.37982e-07	2.17112e-06	0.0	1.09214e-06	1.175064e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.681532e-05	0.0	1.70778e-07
1.1.1.38	1.4151708699999998e-05	0.0	0.0	8.671613999999999e-07	1.4151708699999998e-05	8.671613999999999e-07	0.000154142405	0.0	0.0	0.0	0.0	8.286708000000001e-07	0.0	0.0	0.0	1.4151708699999998e-05	0.0	0.0	3.6284952300000006e-05	4.308471e-07	0.0	0.0	0.0	0.0
1.1.1.381	0.0	6.91151e-08	0.0	1.24777e-07	0.0	0.0	0.0	1.37655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91151e-08	0.0	6.75256e-08	0.0	0.0	6.91151e-08	0.0
1.1.1.39	0.0	0.0	9.46194e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.391	4.22431e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.858609e-06	0.0	1.858609e-06	0.0	0.0	1.261343e-06	0.0	0.0	0.0	1.858609e-06	4.22431e-07	0.0	0.0	0.0	0.0	0.0
1.1.1.392	5.28836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17279e-06	0.0	0.0	0.0	2.85779e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
