	MV_FEI1_t1Q14	MV_FEI2_t1Q14	MV_FEI3_t1Q14	MV_FEI4_t1Q14	MV_FEI4_t2Q15	MV_FEI5_t1Q14	MV_FEI5_t2Q14	MV_FEI5_t3Q15	MV_FEM1_t1Q14	MV_FEM2_t1Q14	MV_FEM3_t1Q14	MV_FEM4_t1Q14	MV_FEM4_t2Q15	MV_FEM5_t1Q14	MV_FEM5_t2Q14	MV_FEM5_t3Q15	MV_MIM1_t1M14	MV_MIM2_t1M14	MV_MIM3_t1M14	MV_MIM4_t1M14	MV_MIM4_t2F15	MV_MIM5_t1M14	MV_MIM5_t2M14	MV_MIM5_t3F15
1.1.1.269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.27	0.0002382239599999	0.0	2.8064440000000005e-05	3.72977e-05	0.0	5.170875e-06	0.0	3.72977e-05	2.3155342000000003e-05	2.3155342000000003e-05	2.8064440000000005e-05	0.0	0.000419897694	6.019203830000001e-05	5.170875e-06	3.72977e-05	0.00015023882	0.0	8.355012e-06	0.000187908	0.0	2.8064440000000005e-05	8.059881499999999e-05	6.019203830000001e-05
1.1.1.271	1.2734799e-05	0.0	2.0721647e-05	0.0001717763182	5.2787044e-05	0.0001717763182	1.8804521e-05	0.0115313	5.2787044e-05	0.0	1.892883e-06	0.0001717763182	0.0	0.000207835039	0.0	0.00013738808	4.084678e-05	9.62062e-05	4.084678e-05	0.00013738808	0.0	0.00013738808	5.2787044e-05	0.0
1.1.1.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.274	7.95863e-07	0.0	0.0	0.0001697408806	0.000245059235	0.0	8.494070000000001e-07	0.0001906293198999	2.167974e-05	0.0	0.0	3.9489445e-05	0.000245059235	2.6186654700000003e-05	8.541460000000001e-05	0.0	0.0	0.0	3.9489445e-05	0.0001906293198999	0.0	2.6186654700000003e-05	8.541460000000001e-05	0.0
1.1.1.276	0.0	0.0001272996999999	0.0	0.0	0.0001272996999999	0.000189761015	0.000189761015	0.0	6.36748e-07	0.0	1.28575e-06	6.7793204e-05	1.05848e-06	5.63388e-05	0.0	0.0	0.0	0.0	1.28575e-06	1.05848e-06	0.0	0.0	0.0	0.0
1.1.1.28	4.06996386e-05	0.0	1.67362902e-05	1.433075e-06	0.0	0.0	6.1132031e-06	0.0	0.0	0.0	1.01508989e-05	0.0	5.3926568999999995e-05	2.8073895e-05	1.433075e-06	0.0001608250715	0.0	0.0	0.0	5.3926568999999995e-05	0.0	0.0001608250715	0.0	4.06996386e-05
1.1.1.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37632e-07	0.0	5.08093e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.282	0.0	7.7542222e-05	0.0	1.6684207e-05	0.0	1.6684207e-05	0.0	2.3557139e-05	0.0	5.4468999999999995e-06	0.0	6.026984e-05	0.0	0.0	0.0	5.10009e-07	0.0	0.0	6.026984e-05	0.0	5.4468999999999995e-06	0.0	1.6684207e-05	5.183305e-07
1.1.1.283	1.0546e-06	0.0	0.0	0.0	7.79781e-06	0.0	0.0	0.0	0.0	0.0	1.66096e-05	0.0	7.79781e-06	0.0	0.0	0.0	1.66096e-05	1.01563e-06	8.286257000000001e-06	1.0546e-06	0.0	0.0	0.0	1.0546e-06
1.1.1.284	1.7376629999999998e-05	0.0	0.0001270820045	0.0	0.0	3.52415392e-05	1.5896039999999998e-05	0.0	0.0	1.439659e-06	9.0627343e-05	0.0001270820045	0.0	0.0001318650799999	0.0	0.0001318650799999	0.0	4.92275e-07	1.7376629999999998e-05	1.5896039999999998e-05	1.7376629999999998e-05	4.92275e-07	0.0	0.0
1.1.1.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71909e-07	0.0	3.64938e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.16065e-07	0.0
1.1.1.289	2.34993e-05	0.0	7.20395e-07	0.0	0.0	0.0	0.0	2.69984e-05	0.0	0.0	6.36359e-07	0.0	0.0	7.20395e-07	0.0	0.0	2.34993e-05	4.42647e-07	0.0	0.0	0.0	0.0	3.73718e-06	0.0
1.1.1.29	0.0	0.0	0.0	6.47335e-07	0.0	2.53855e-06	0.0	6.47335e-07	0.0	6.47335e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.94878e-06	0.0	0.0	9.59256e-06	0.0	1.94878e-06	1.7715e-05	3.28922e-07
1.1.1.290	0.000174844655	0.000172265492	0.0001138265529999	0.0	0.0	0.0	0.0001575734	0.0	0.000174844655	0.000174844655	0.0	0.000174844655	0.0	0.0	0.0001575734	1.25337e-05	0.0	0.000273594296	9.5191661e-05	0.0	0.000198244819	0.000172265492	0.0	0.0
1.1.1.291	0.0	6.9074999999999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.698785e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.48486e-06	0.0	0.0	0.0	2.360534e-06	6.0667019999999995e-05	0.0
1.1.1.292	0.0	4.4297948e-05	1.488542e-06	4.953967e-05	2.6601786700000003e-05	1.104021e-06	2.1926263e-06	3.99021974e-05	0.0	4.8956041e-05	4.953967e-05	1.729712e-06	4.4297948e-05	2.6601786700000003e-05	0.0	3.5652260000000005e-06	3.0686469999999996e-05	4.8956041e-05	0.0	5.013190999999999e-06	0.0	0.0	2.7042622999999997e-05	0.0
1.1.1.298	0.0	0.0	0.0	7.861658e-06	0.0	1.4535811e-05	0.0	7.861658e-06	8.183529599999999e-05	0.0	2.540061e-07	7.861658e-06	7.2304671e-05	0.0	0.0	0.0	1.4535811e-05	7.861658e-06	1.222787e-06	0.0	0.0	8.183529599999999e-05	0.0	2.540061e-07
1.1.1.3	0.0001401028379999	0.0004381531788	0.0	0.0003521309321999	0.0	7.732450210000001e-05	0.0	0.0002824136891	0.0004381531788	0.0	0.0002442882558	0.0	0.0	0.0003890176344999	0.0	0.0002450599634999	8.30234e-05	0.0	0.0002442882558	0.0	0.0	4.3755085e-05	2.2630511000000003e-05	6.92177987e-05
1.1.1.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.210292e-05	0.0	2.7932494e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.304	0.0	0.0	0.0	0.0	4.7214e-06	0.0	0.0	0.0	0.0	0.0	2.11962e-07	2.11962e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11962e-07	0.0
1.1.1.305	0.0	3.399422e-06	0.0	5.073100000000001e-06	2.86267e-07	0.0	0.0	3.283027e-05	0.0	3.399422e-06	0.0	0.0	1.48088e-07	0.0	3.399422e-06	0.0	1.48088e-07	2.9934202e-05	0.0	0.0	0.0	2.86267e-07	0.0	0.0
1.1.1.306	0.0	0.0	0.0	0.0	0.0	0.0	1.66693e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62472e-07	0.0	0.0	2.62472e-07	0.0	0.0
1.1.1.308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.31	0.0	0.0	2.838443e-06	0.0	5.504805e-06	0.0	0.0	7.16646e-07	1.8047704e-05	2.838443e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.838443e-06	0.0	0.0	0.0	2.838443e-06	0.0	2.838443e-06	0.0
1.1.1.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.317	3.34137e-05	0.0	0.0	0.0	3.34137e-05	0.0	0.0	0.0	6.67118e-07	0.0	0.0	0.0	3.34137e-05	0.0	0.0	2.86049e-05	0.0	5.08663e-06	2.25778e-05	6.67118e-07	0.0	2.25778e-05	0.0	5.08663e-06
1.1.1.336	0.0	4.235968e-06	4.235968e-06	2.69792245e-05	2.5323e-05	0.0	8.54222e-05	8.43228e-07	5.73325e-06	1.7801539999999998e-05	4.50653e-06	4.235968e-06	2.69792245e-05	3.773353e-05	0.0	1.510232e-06	0.0	0.0	3.04935e-05	2.5323e-05	0.0	4.50653e-06	5.73325e-06	1.510232e-06
1.1.1.34	0.0	2.40259e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40259e-06	0.0	0.0	0.0	0.0	0.0
1.1.1.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23897e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.343	0.0	0.0	0.0	0.0	0.0	8.05222e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.346	0.0	0.0	1.17966e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17966e-07	0.0	0.0	6.37252e-08	0.0	0.0	0.0	0.0	0.0	6.37252e-08	0.0	1.663771e-05
1.1.1.35	0.0	2.1159255000000003e-05	0.0	4.380873700000001e-06	4.6150183e-05	0.0	0.0	0.0	0.0	1.4308943999999995e-06	0.000445306072	0.0	0.0	0.0	0.000445306072	0.0	2.70759e-07	6.667405499999998e-05	0.0	9.97279e-06	0.0003014643549999	0.0	2.70759e-07	4.6150183e-05
1.1.1.350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3211e-06	0.0	0.0	9.84128e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.36	4.090066e-06	1.6206e-06	5.56789e-07	0.0	4.91951e-07	4.45752e-06	2.27877e-05	4.090066e-06	4.91951e-07	2.27877e-05	0.0	0.0	1.6206e-06	4.48029e-05	4.48029e-05	1.6206e-06	6.3065990000000005e-06	4.090066e-06	3.44992e-06	0.0	1.98735e-06	3.44992e-06	6.3065990000000005e-06	0.0
1.1.1.369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53381e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53381e-06
1.1.1.37	3.9129203e-05	2.127088e-05	0.000113798428	3.6331052e-06	0.000101627801	5.542710529999999e-05	7.5741797e-05	3.6331052e-06	0.0001046588947999	0.0	2.4081299999999996e-05	3.9129203e-05	0.0	0.0	3.8103003e-05	3.6331052e-06	0.0	3.8103003e-05	0.0	0.0001046588947999	0.0	4.27570088e-05	0.0	3.8103003e-05
1.1.1.373	1.09214e-06	3.1036e-07	0.0	0.0	0.0	1.175064e-05	0.0	2.681532e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.656799e-06	2.17112e-06	1.09214e-06	3.1036e-07	0.0	9.37982e-07	3.1036e-07	0.0	4.47021e-07	0.0
1.1.1.38	0.0	0.0	0.0001006484301999	8.286708000000001e-07	2.4594646300000004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4151708699999998e-05	3.7849129999999995e-07	3.7849129999999995e-07	3.6284952300000006e-05	3.7849129999999995e-07	7.586228900000001e-05	0.0	4.308471e-07	3.6284952300000006e-05	8.286708000000001e-07	0.0	0.0
1.1.1.381	0.0	1.07919e-05	0.0	0.0	0.0	0.0	6.91151e-08	0.0	0.0	0.0	6.91151e-08	0.0	6.91151e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.74144e-06	0.0
1.1.1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46194e-07	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.391	0.0	1.261343e-06	4.22431e-07	0.0	0.0	1.261343e-06	0.0	0.0	0.0	0.0	0.0	1.6546e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.858609e-06	0.0	0.0	0.0	0.0
1.1.1.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48524e-07	0.0	5.28836e-07	0.0
1.1.1.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
