	MV_FEI1_t1Q14	MV_FEI2_t1Q14	MV_FEI3_t1Q14	MV_FEI4_t1Q14	MV_FEI4_t2Q15	MV_FEI5_t1Q14	MV_FEI5_t2Q14	MV_FEI5_t3Q15	MV_FEM1_t1Q14	MV_FEM2_t1Q14	MV_FEM3_t1Q14	MV_FEM4_t1Q14	MV_FEM4_t2Q15	MV_FEM5_t1Q14	MV_FEM5_t2Q14	MV_FEM5_t3Q15	MV_MIM1_t1M14	MV_MIM2_t1M14	MV_MIM3_t1M14	MV_MIM4_t1M14	MV_MIM4_t2F15	MV_MIM5_t1M14	MV_MIM5_t2M14	MV_MIM5_t3F15
1.1.1.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38562e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.14	2.60956955e-05	2.60956955e-05	0.0	5.834909e-05	0.000171625162	1.626489e-05	2.6603991e-05	0.0001294221199	2.6603991e-05	5.834909e-05	3.37592e-05	7.578766999999998e-06	1.9707356999999996e-05	5.834909e-05	3.37592e-05	1.767873e-05	0.0	1.626489e-05	0.0	3.37592e-05	1.626489e-05	1.626489e-05	0.000171625162	0.0
1.1.1.140	0.0	0.0	0.0	0.000149132642	0.0	0.0	0.0	2.78949149e-05	0.0	0.0	0.0001925163	0.0	0.0	0.0	0.0	3.3688551e-05	7.372011000000001e-07	0.0001925163	0.0	0.0	0.0	0.0	2.2078949999999996e-05	0.0
1.1.1.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.154	0.0	3.4647086000000004e-05	0.0	0.0	0.0	0.0	0.0	2.286242e-06	0.000136890285	2.286242e-06	7.85743e-07	5.255442e-07	3.183366e-06	0.00015122519	3.4647086000000004e-05	0.0	0.0	0.0	0.000101535552	0.0	0.0	0.0	0.000136890285	7.85743e-07
1.1.1.157	0.0	2.2546704e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2752652e-05	4.22522e-06	0.0	0.0	0.0	0.0	5.501898e-06	0.0	7.2752652e-05	0.0	0.0	2.8960458e-05	0.0	0.0	0.0
1.1.1.159	6.06894e-07	0.0	9.95168e-07	0.0	9.84714e-06	1.18652e-06	1.25855577e-05	9.53495e-06	3.459214e-05	0.0	1.977775e-05	9.95168e-07	6.06894e-07	7.05721e-06	2.9325767e-06	9.95168e-07	1.977775e-05	0.0	0.0	2.05996e-07	0.0	2.9325767e-06	7.05721e-06	9.53495e-06
1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.169	1.7765874999999997e-05	1.8123100000000003e-05	1.8123100000000003e-05	0.0	0.0001901951899999	0.000132836293	0.0001901951899999	2.6422052799999997e-05	2.6422052799999997e-05	7.2867526e-05	4.080671500000001e-05	8.188261999999999e-05	0.0001273168416	0.0	0.0	6.0213672e-05	1.7765874999999997e-05	9.2971239e-05	0.0001273168416	0.0	0.0	0.0001901951899999	9.2971239e-05	7.2867526e-05
1.1.1.17	0.0	2.4105693e-05	0.0	3.2795009800000004e-05	2.4105693e-05	0.0	0.0001392368194999	6.39047e-07	0.0	2.70103e-06	6.39047e-07	0.0001392368194999	9.546485e-07	0.0	0.0001392368194999	0.0	2.70103e-06	0.0	2.4105693e-05	0.0	9.546485e-07	2.70103e-06	9.546485e-07	0.0
1.1.1.179	1.60322e-06	0.0	0.0	1.60322e-06	1.5540399999999998e-05	1.37216e-05	0.0	0.0	0.0	5.3841e-07	0.0	4.48688e-05	0.0	0.0	0.0	5.3841e-07	1.37216e-05	0.0	1.60322e-06	0.0	0.0	3.995657e-05	0.0	0.0
1.1.1.18	2.68833e-06	1.4429842e-05	1.20119274e-05	0.0	1.4429842e-05	1.4429842e-05	4.0743641e-05	1.4429842e-05	5.49091e-07	4.632009e-05	2.2083561e-05	0.0	6.5856e-06	0.0	5.53244e-06	5.53244e-06	2.875608e-05	0.0	0.0	0.0	4.632009e-05	1.6120792e-05	4.632009e-05	1.6120792e-05
1.1.1.188	0.0	0.0	0.0	0.0	0.0	1.55967e-07	0.0	0.0	2.64375e-06	0.0	0.0	0.0	5.57569e-07	0.0	0.0	0.0	0.0	0.0	4.42822e-06	5.57569e-07	4.42822e-06	0.0	0.0	1.55967e-07
1.1.1.193	0.0	3.99929e-06	6.443797899999998e-05	0.0	0.0002513622209999	3.99929e-06	8.74449e-05	0.0	0.0	0.0	7.955432699999999e-05	1.0315103e-05	0.0	0.0	4.465123e-05	1.9687626e-05	0.0	0.0	8.5733241e-05	0.0	5.75798e-05	0.0	7.955432699999999e-05	2.4121052e-05
1.1.1.2	9.08009e-05	0.0	8.575280000000001e-07	0.0	3.61618116e-05	1.09306e-05	0.0	2.61907e-06	0.0	0.0	0.0	9.08009e-05	2.61907e-06	0.0	1.4811386e-05	3.61079e-05	5.8943104999999995e-05	0.0	1.4811386e-05	0.0	0.0	0.0	0.0	8.959909999999999e-07
1.1.1.201	0.0	2.13728e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20317e-06	0.0	1.20317e-06	1.20317e-06	0.0	0.0	1.20317e-06	0.0
1.1.1.202	3.04265e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.1579753e-05	4.094754e-07	0.0	1.3682658e-05	2.45215e-06	2.45215e-06	7.21757e-07	0.0	0.0	2.45215e-06	0.0	2.31857e-06	1.3682658e-05	2.8272049999999997e-06	2.45215e-06	6.35271e-07	0.0
1.1.1.205	0.000196569973	0.0001974221356999	5.7077215e-05	0.000292935388	0.0	0.000292935388	0.0002833730379999	0.0002691393515999	0.0002160322629999	0.0	0.0001534111911	0.0	5.7077215e-05	0.0	0.000196569973	0.0	0.00016259255	0.0002160322629999	0.0	0.0001649678862	4.502806699999999e-05	5.7077215e-05	0.0002833730379999	0.00018931451
1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.218	3.2472233e-06	0.0	9.18206e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5056521e-05	0.0	0.0	6.97446e-07	0.0	0.0	3.42297e-06	1.5056521e-05	1.5056521e-05	4.91871e-07	3.2472233e-06	1.5056521e-05	1.03288e-06	1.5056521e-05
1.1.1.22	0.0	9.60348735e-05	0.0001746400159999	8.130588e-06	0.0	8.75732e-06	0.0	9.60348735e-05	0.000159716789	0.0	0.0	0.0	7.328916800000002e-05	0.0001298950511	3.77569724e-05	0.0	0.0	9.591134679999996e-05	0.0	7.328916800000002e-05	9.60348735e-05	0.0001298950511	8.130588e-06	0.0001752326192
1.1.1.23	0.0	0.0	0.00015936191	0.000260027769	0.0001023230316	0.000230414963	0.0	0.0	0.0	0.0	0.0	3.9130061e-05	1.9614404e-05	0.000260027769	8.590843000000002e-05	0.0001906652139	8.590843000000002e-05	0.000113985387	0.000173276995	0.000230414963	0.000173276995	0.0	0.000113985387	0.0001030949378
1.1.1.237	0.0	3.35886e-06	0.0	0.0	3.35886e-06	4.93818e-06	1.83978e-05	4.93818e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.83978e-05	1.83978e-05	6.04173e-07	0.0	1.44181e-06	1.44181e-06	0.0	0.0	0.0	1.83978e-05
1.1.1.244	1.0850167e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0850167e-05	0.0	1.64463e-07	0.0	1.373515e-06
1.1.1.25	0.0	8.31455e-05	0.00014463616	8.070889399999999e-05	0.0	1.589977e-05	1.8935349e-05	0.0	0.0	0.000197569465	0.0	0.0	0.000197569465	1.589977e-05	4.182513099999999e-05	0.000187153911	8.070889399999999e-05	0.0	0.0001119412884999	0.0001126090439999	0.0	0.0001119412884999	4.182513099999999e-05	5.633669200000001e-05
1.1.1.251	2.39778256e-05	0.0	5.012912e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.4007276e-05	0.0	0.0	0.0	0.0	0.0	4.87809e-07	6.212523e-06	8.091943e-05	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.262	0.0	0.0	4.804718e-05	1.703072e-05	5.314865e-05	0.0001218188509999	0.0	0.0	0.0	0.0	6.684791699999999e-05	5.133889999999999e-07	0.0	1.1744644e-05	0.0	1.426428e-05	0.0	0.0	5.314865e-05	0.0	2.94085759e-05	0.0001481296432	0.0	5.314865e-05
1.1.1.264	0.0001126505	0.0	0.0	0.0	0.0	0.0	0.0001126505	5.7794e-07	4.81996e-08	7.011332e-06	0.0001126505	0.0	8.380218000000001e-05	0.0	0.0001126505	0.0	4.296506e-05	0.0	1.047392e-06	0.0	0.0	0.0001126505	0.0	0.0001126505
1.1.1.267	0.000153065058	0.0	9.3147409e-05	0.0002645483549999	0.0	0.0	0.000200356296	0.0	9.3147409e-05	2.07442e-05	0.000153065058	0.0001177196994	9.3147409e-05	0.0001775112209999	0.000200356296	0.0002679148889999	6.468419e-05	0.0002679148889999	0.00021733001	0.000121913312	3.6864325e-05	9.3147409e-05	0.000153065058	0.0002645483549999
1.1.1.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46992e-06	0.0
1.1.1.269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.27	0.0	0.000419897694	8.059881499999999e-05	0.0	9.524713e-06	0.0002382239599999	0.0	0.000419897694	6.019203830000001e-05	0.0	6.019203830000001e-05	0.0	3.72977e-05	0.0	0.0002382239599999	2.8064440000000005e-05	0.0	2.07773687e-05	5.170875e-06	0.000419897694	0.0002382239599999	3.72977e-05	0.0	0.0002649860403
1.1.1.271	9.62062e-05	0.0	9.62062e-05	0.000207835039	9.62062e-05	0.0	0.0	0.0	5.2787044e-05	0.0001717763182	5.2787044e-05	0.00013738808	0.0001717763182	0.00013738808	1.2734799e-05	0.0	0.0	0.0	2.0141127e-05	0.0	2.0721647e-05	5.2787044e-05	0.0	0.0001717763182
1.1.1.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.274	0.0	7.95863e-07	0.0	0.0	0.0001906293198999	2.861434e-06	0.000164225767	0.0	0.0	0.0001697408806	0.000381563493	3.960281e-06	0.000164225767	0.0	0.0	0.0001629625519999	0.000245059235	1.1070076e-06	0.000381563493	0.0	0.0001629625519999	0.0001697408806	0.0	3.960281e-06
1.1.1.276	0.0001272996999999	3.5414366e-05	1.28575e-06	0.0	0.0	0.0	0.0	0.0	6.36748e-07	0.0	0.0	0.0	5.39088e-06	0.0	5.39088e-06	0.0	0.0	0.0	0.000189761015	1.28575e-06	0.0	0.0	0.0	0.0
1.1.1.28	4.66415279e-05	0.0001960812939999	2.8073895e-05	0.0	0.0	0.0	0.000165671002	1.67362902e-05	0.0	2.8291599999999997e-06	1.67362902e-05	2.8073895e-05	0.0	1.433075e-06	5.335471e-06	4.06996386e-05	0.000165671002	0.0	2.8073895e-05	2.8291599999999997e-06	0.0	2.8291599999999997e-06	0.0	6.1132031e-06
1.1.1.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68617e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08093e-06	0.0	0.0	0.0
1.1.1.282	0.0	0.0	3.9172732e-05	5.0982916e-06	5.10009e-07	0.0	0.0	0.0	0.0	0.0	1.6684207e-05	0.0	7.7542222e-05	0.0	5.10009e-07	3.9172732e-05	0.0	1.2754873e-06	0.0	0.0	0.0	0.0	3.9172732e-05	5.183305e-07
1.1.1.283	0.0	1.01563e-06	0.0	0.0	0.0	0.0	1.01563e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0546e-06
1.1.1.284	0.0001318650799999	0.0	0.0001318650799999	0.0	1.5896039999999998e-05	0.0	0.0001318650799999	0.0	3.76142404e-05	3.76142404e-05	1.343242e-06	6.82423e-07	3.76142404e-05	0.0	0.0	7.57589171e-05	0.0	0.0	4.308187e-05	0.0	1.7376629999999998e-05	0.0	3.52415392e-05	3.76142404e-05
1.1.1.287	0.0	0.0	0.0	0.0	0.0	3.64938e-05	0.0	0.0	3.64938e-05	9.47053e-06	0.0	0.0	0.0	0.0	9.47053e-06	0.0	4.16065e-07	0.0	1.60562e-07	0.0	0.0	9.47053e-06	0.0	0.0
1.1.1.289	0.0	7.20395e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.20395e-07	0.0	0.0	0.0	2.69984e-05	0.0
1.1.1.29	0.0	0.0	0.0	5.23868e-06	0.0	0.0	5.0199e-07	0.0	1.08575e-06	0.0	0.0	0.0	0.0	0.0	9.59256e-06	6.47335e-07	3.28922e-07	1.7715e-05	1.54604e-06	1.08575e-06	0.0	1.54604e-06	5.0199e-07	0.0
1.1.1.290	0.000273594296	9.5191661e-05	7.0197004e-05	7.5165263e-05	0.000174844655	0.0	1.25337e-05	0.0001138265529999	0.0001138265529999	7.0197004e-05	0.000198244819	1.5733108e-05	1.748569e-05	1.1091605e-05	0.000174844655	0.0	1.5733108e-05	9.5191661e-05	0.000273594296	0.0001575734	0.0	1.748569e-05	0.000172265492	0.000198244819
1.1.1.291	0.0	2.360534e-06	0.0	0.0	0.0	0.0	1.1543064e-05	0.0	0.0	0.0	0.0	2.360534e-06	5.698785e-05	0.0	0.0	1.1543064e-05	6.0667019999999995e-05	0.0	0.0	5.698785e-05	0.0	1.1543064e-05	0.0	0.0
1.1.1.292	1.488542e-06	1.104021e-06	0.0	2.6601786700000003e-05	0.0	3.5652260000000005e-06	0.0	7.60433e-06	0.0	0.0	2.1926263e-06	2.6601786700000003e-05	1.488542e-06	0.0	4.4297948e-05	3.0686469999999996e-05	4.4297948e-05	1.3562e-06	4.4297948e-05	3.99021974e-05	3.5652260000000005e-06	1.488542e-06	0.0	0.0
1.1.1.298	0.0	0.000103733676	1.4535811e-05	0.0	1.222787e-06	1.697108e-05	1.4535811e-05	6.75256e-08	0.0	0.0	0.0	0.0	8.24091e-07	8.183529599999999e-05	8.24091e-07	7.2304671e-05	0.0	7.2304671e-05	0.0	0.0	6.75256e-08	0.0	8.183529599999999e-05	8.24091e-07
1.1.1.3	0.0002450599634999	0.0001401028379999	8.5605393e-05	0.0	2.2630511000000003e-05	0.0002824136891	6.92177987e-05	0.0	0.0	0.0004381531788	0.0002442882558	0.0002824136891	0.0	0.0001401028379999	0.0	0.0	0.00015836177	0.0	8.30234e-05	0.0	0.0001252388457	6.92177987e-05	4.3755085e-05	0.0
1.1.1.30	0.0	2.210292e-05	0.0	0.0	6.3454080000000005e-06	0.0	0.0	2.210292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3454080000000005e-06	0.0	5.99424e-06	0.0	0.0	2.7932494e-05	0.0	0.0
1.1.1.304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.292905e-05	0.0	0.0	5.2894090999999994e-05	0.0	4.7214e-06	0.0
1.1.1.305	5.073100000000001e-06	0.0	3.283027e-05	0.0	1.48088e-07	0.0	2.86267e-07	2.86267e-07	3.399422e-06	0.0	0.0	0.0	5.943655000000001e-06	0.0	0.0	2.9934202e-05	5.943655000000001e-06	0.0	2.9934202e-05	0.0	1.48088e-07	0.0	5.943655000000001e-06	7.4800571e-05
1.1.1.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66693e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.62472e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66693e-06
1.1.1.308	0.0	0.0	3.672e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.31	0.0	0.0	1.8047704e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.16646e-07	0.0	0.0	2.55461e-06	0.0	0.0	7.16646e-07	0.0	0.0
1.1.1.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.317	9.78189e-07	0.0	0.0	0.0	0.0	2.86049e-05	0.0	2.25778e-05	0.0	5.08663e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86049e-05	0.0	5.08663e-06	0.0
1.1.1.336	4.235968e-06	0.0	7.16723e-06	4.50653e-06	1.08762e-06	0.0	5.73325e-06	4.50653e-06	2.5323e-05	8.43228e-07	0.0	7.16723e-06	7.16723e-06	0.0	4.235968e-06	8.54222e-05	0.0	0.0	0.0	5.73325e-06	1.7801539999999998e-05	1.510232e-06	3.04935e-05	0.0
1.1.1.34	0.0	0.0	0.0	0.0	2.40259e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.346	0.0	0.0	2.51192e-07	4.2016000000000006e-06	0.0	0.0	2.895907e-05	0.0	1.663771e-05	0.0	1.8023999e-05	2.51192e-07	8.707e-06	0.0	0.0	0.0	1.663771e-05	0.0	0.0	0.0	6.37252e-08	8.707e-06	0.0	1.663771e-05
1.1.1.35	6.667405499999998e-05	0.0	0.000445306072	0.0	0.0	0.0003014643549999	0.0003014643549999	2.39507115e-05	0.0	2.39507115e-05	2.1159255000000003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000445306072	0.0	9.97279e-06	0.0	0.0003014643549999
1.1.1.350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34568e-06	0.0	0.0	0.0	0.0	2.3211e-06	0.0	6.11693e-06	0.0	0.0	0.0
1.1.1.36	0.0	4.090066e-06	4.45752e-06	4.090066e-06	3.44992e-06	0.0	6.3065990000000005e-06	6.3065990000000005e-06	0.0	0.0	0.0	0.0	7.25389e-07	0.0	5.75781e-07	0.0	7.25389e-07	4.91951e-07	0.0	0.0	6.3065990000000005e-06	0.0	3.44992e-06	1.98735e-06
1.1.1.369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.37	0.0	2.127088e-05	8.520194000000001e-05	0.000101627801	3.8103003e-05	7.5741797e-05	0.0	7.5741797e-05	0.0	0.000113798428	2.4081299999999996e-05	3.7051089999999994e-05	3.7051089999999994e-05	2.127088e-05	7.5741797e-05	2.127088e-05	0.0	2.4081299999999996e-05	3.48925e-06	2.4081299999999996e-05	7.5741797e-05	0.0	0.000101627801	0.0
1.1.1.373	2.681532e-05	2.37806e-05	0.0	0.0	0.0	9.37982e-07	0.0	0.0	0.0	2.37806e-05	1.175064e-05	0.0	0.0	2.681532e-05	4.47021e-07	2.17112e-06	2.681532e-05	0.0	0.0	0.0	4.47021e-07	2.17112e-06	0.0	4.47021e-07
1.1.1.38	1.4151708699999998e-05	0.0001006484301999	0.0	8.286708000000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6284952300000006e-05	0.0	0.0	1.4151708699999998e-05	0.0	0.0	0.0	3.7849129999999995e-07	0.0	1.81319984e-05	0.0	0.000154142405	0.0
1.1.1.381	1.37655e-05	0.0	0.0	0.0	6.91151e-08	0.0	0.0	0.0	0.0	0.0	0.0	6.75256e-08	0.0	1.24777e-07	6.91151e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46194e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22431e-07	0.0	1.858609e-06	0.0	0.0	0.0	1.858609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.858609e-06
1.1.1.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28836e-07	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17279e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97395e-07	0.0	0.0	0.0	5.00717e-06	0.0	0.0	0.0	1.97395e-07	0.0	0.0
