	MV_FEI1_t1Q14	MV_FEI2_t1Q14	MV_FEI3_t1Q14	MV_FEI4_t1Q14	MV_FEI4_t2Q15	MV_FEI5_t1Q14	MV_FEI5_t2Q14	MV_FEI5_t3Q15	MV_FEM1_t1Q14	MV_FEM2_t1Q14	MV_FEM3_t1Q14	MV_FEM4_t1Q14	MV_FEM4_t2Q15	MV_FEM5_t1Q14	MV_FEM5_t2Q14	MV_FEM5_t3Q15	MV_MIM1_t1M14	MV_MIM2_t1M14	MV_MIM3_t1M14	MV_MIM4_t1M14	MV_MIM4_t2F15	MV_MIM5_t1M14	MV_MIM5_t2M14	MV_MIM5_t3F15
1.1.1.133	0.000158857415	0.000158857415	7.4826704e-05	0.0	0.0	8.001694199999999e-05	0.0	0.000178002124	0.0001221342798	1.1804886e-05	0.0	0.000232066231	0.0001952227569999	3.0462848e-05	7.4826704e-05	9.1243079e-05	0.0	0.000212182793	0.0	0.0	0.0	0.000232066231	9.1243079e-05	0.0
1.1.1.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38562e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38562e-07	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.14	5.834909e-05	3.485622690000001e-05	7.578766999999998e-06	1.9707356999999996e-05	2.60956955e-05	1.9707356999999996e-05	3.37592e-05	0.0	5.834909e-05	1.9707356999999996e-05	1.626489e-05	5.834909e-05	3.37592e-05	0.0	9.554228e-06	1.9707356999999996e-05	2.329131e-06	0.0	0.0	2.329131e-06	7.578766999999998e-06	2.329131e-06	3.37592e-05	0.0
1.1.1.140	0.000149132642	8.26804e-06	0.0001324549879999	7.372011000000001e-07	8.26804e-06	3.3688551e-05	0.0	5.70215719e-05	7.188683e-07	0.0	0.0	2.2078949999999996e-05	7.372011000000001e-07	3.3688551e-05	0.0	8.26804e-06	7.188683e-07	0.0001925163	0.0	0.0001324549879999	0.0	7.372011000000001e-07	3.3688551e-05	0.0
1.1.1.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.154	0.0	0.00015122519	3.183366e-06	0.00015122519	5.255442e-07	0.0	2.286242e-06	0.0	0.0	0.0	0.0	0.0	2.286242e-06	3.4647086000000004e-05	0.0	0.0	3.4647086000000004e-05	4.916769500000001e-05	3.4647086000000004e-05	0.0	0.0	0.0	3.183366e-06	2.286242e-06
1.1.1.157	0.0	0.0	1.44192e-06	0.0	4.22522e-06	0.0	2.2546704e-05	4.656192e-07	0.0	0.0	0.0	5.501898e-06	0.0	1.44192e-06	8.594331e-06	0.0	0.0	8.594331e-06	0.0	0.0	2.2546704e-05	5.71207e-07	0.0	0.0
1.1.1.159	0.0	0.0	0.0	0.0	0.0	1.977775e-05	6.06894e-07	0.0	0.0	0.0	9.53495e-06	0.0	0.0	7.05721e-06	0.0	0.0	0.0	0.0	0.00010079902	1.977775e-05	2.49512e-06	7.05721e-06	9.84714e-06	0.0
1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.169	2.6422052799999997e-05	2.6422052799999997e-05	5.866732e-06	0.0	0.000132836293	0.0	5.7009669999999995e-05	6.0213672e-05	1.7765874999999997e-05	0.0	0.0	5.7009669999999995e-05	6.0213672e-05	6.0213672e-05	0.0	0.000132836293	0.0001901951899999	0.0	7.2867526e-05	0.0	2.293312e-05	3.6422339e-05	0.0001901951899999	1.7765874999999997e-05
1.1.1.17	0.0	0.0	3.2795009800000004e-05	1.907154e-05	0.0	0.0	2.70103e-06	2.70103e-06	4.0035482e-05	0.0	0.0	0.0	0.0	0.0	2.4105693e-05	0.0	0.0001392368194999	0.0	0.0	0.0	3.2795009800000004e-05	0.0	0.0	2.70103e-06
1.1.1.179	0.0	0.0	4.48688e-05	1.30122e-06	0.0	3.995657e-05	1.37216e-05	0.0	0.0	0.0	0.0	3.995657e-05	0.0	1.37216e-05	0.0	0.0	5.3841e-07	1.60322e-06	0.0	1.60322e-06	0.0	0.0	0.0	0.0
1.1.1.18	4.6630427e-05	4.632009e-05	0.0	5.53244e-06	2.2083561e-05	0.0	2.68833e-06	1.6120792e-05	0.0	2.875608e-05	0.0	0.0	6.5856e-06	4.632009e-05	6.5856e-06	0.0	0.0	1.20119274e-05	4.632009e-05	3.9903413e-05	4.632009e-05	0.0	4.6630427e-05	4.632009e-05
1.1.1.188	0.0	0.0	0.0	1.61974e-05	1.61974e-05	0.0	0.0	1.55967e-07	0.0	2.64375e-06	0.0	8.63153e-05	1.55967e-07	8.63153e-05	2.64375e-06	0.0	0.0	2.64375e-06	0.0	1.55967e-07	0.0	0.0	0.0	0.0
1.1.1.193	0.0002513622209999	0.0	0.0	0.0	8.5733241e-05	0.0	4.465123e-05	4.465123e-05	0.0002513622209999	2.4121052e-05	0.00020390094	0.00020390094	0.0002513622209999	0.0	7.955432699999999e-05	0.0002513622209999	5.75798e-05	8.5733241e-05	0.0	8.74449e-05	0.0	6.443797899999998e-05	1.9687626e-05	6.443797899999998e-05
1.1.1.2	3.61618116e-05	5.5782021e-06	6.8716495e-05	3.61618116e-05	0.0	3.61079e-05	0.0	6.8716495e-05	6.8716495e-05	0.0	0.0	0.00011908	0.0	0.0	8.575280000000001e-07	0.0	1.0840765e-05	0.0	4.34161e-05	3.61079e-05	5.5782021e-06	3.61079e-05	3.61079e-05	5.5782021e-06
1.1.1.201	0.0	0.0	0.0	0.0	0.0	1.20317e-06	0.0	0.0	1.20317e-06	0.0	0.0	0.0	3.02399e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.202	0.0	7.21757e-07	0.0	0.0	0.0	2.45215e-06	0.0	0.0	0.0	4.094754e-07	1.3682658e-05	6.35271e-07	1.72056e-06	2.8272049999999997e-06	0.0	0.0	0.0	4.094754e-07	0.0	0.0	0.0	0.0	2.1579753e-05	0.0
1.1.1.205	0.000172445769	0.0002691393515999	0.0	0.000306206673	0.0001534111911	0.0002833730379999	4.502806699999999e-05	0.0002160322629999	0.00018931451	0.0001649678862	0.0	0.0	0.0002833730379999	0.0	0.000196569973	0.000306206673	0.000172445769	0.0002691393515999	0.000196569973	0.0001534111911	0.000196569973	0.00018931451	0.0002160322629999	0.0001649678862
1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.218	9.33948e-07	3.2472233e-06	8.25106e-07	3.42297e-06	0.0	9.33948e-07	1.04026e-05	0.0	9.33948e-07	1.5056521e-05	1.03288e-06	1.04026e-05	5.38867e-07	0.0	3.42297e-06	1.5056521e-05	5.38867e-07	6.97446e-07	0.0	6.5411e-06	0.0	0.0	0.0	9.18206e-07
1.1.1.22	0.0	0.0	0.0	0.000167294221	6.986164619999999e-05	0.0	0.0	9.941314789999998e-05	4.7169942e-05	0.0	3.77569724e-05	0.0	0.000281658993	6.986164619999999e-05	0.000167294221	6.986164619999999e-05	0.000167294221	0.0	0.000128212415	9.60348735e-05	4.7169942e-05	9.941314789999998e-05	0.0001752326192	0.0
1.1.1.23	0.0001906652139	0.000108556013	0.0	1.9614404e-05	7.75521e-06	0.0	0.000260027769	0.000113985387	0.000108556013	7.75521e-06	0.0	0.0	0.00015936191	0.0001030949378	3.9130061e-05	0.00015936191	1.9614404e-05	1.3093099e-05	0.0	8.590843000000002e-05	0.0001906652139	1.9614404e-05	0.000243322124	0.0
1.1.1.237	0.0	0.0	0.0	0.0	0.0	2.23866e-07	3.35886e-06	3.35886e-06	3.35886e-06	0.0	0.0	2.23866e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.83978e-05	0.0	0.0	0.0	6.04173e-07	0.0
1.1.1.244	0.0	0.0	0.0	0.0	5.21279e-06	1.64463e-07	0.0	0.0	0.0	1.64463e-07	0.0	0.0	3.6369738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6369738e-05	0.0	0.0
1.1.1.25	0.0	0.000123883961	1.8935349e-05	0.00014463616	0.0	0.0	5.633669200000001e-05	0.0	8.1945746e-05	7.812431799999999e-05	0.0001119412884999	8.1945746e-05	8.070889399999999e-05	1.589977e-05	0.0001561210561999	6.763175399999999e-05	0.0001561210561999	8.070889399999999e-05	2.4767354e-05	1.8935349e-05	0.00014463616	6.763175399999999e-05	2.4767354e-05	0.0
1.1.1.251	8.091943e-05	0.0	1.4007276e-05	8.091943e-05	6.212523e-06	5.012912e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39778256e-05	0.0	0.0	0.0	1.5123169999999998e-07	0.0	0.0	4.87809e-07	0.0	0.0
1.1.1.262	0.0	2.246012e-05	4.804718e-05	0.0	0.0001218188509999	0.0001481296432	5.133889999999999e-07	5.133889999999999e-07	0.0	0.0001218188509999	0.0001218188509999	1.1744644e-05	0.0	1.703072e-05	0.0001218188509999	0.0	1.1744644e-05	4.804718e-05	1.426428e-05	2.94085759e-05	1.57229941e-05	0.0	1.703072e-05	0.0001218188509999
1.1.1.264	0.0	2.072707e-06	0.0	4.61349e-06	0.0	4.296506e-05	4.72668e-06	7.011332e-06	0.0	0.0001126505	1.047392e-06	4.81996e-08	4.72668e-06	0.0	0.0	0.0	8.380218000000001e-05	0.0	0.0	0.0	0.0	1.047392e-06	4.81996e-08	0.0
1.1.1.267	0.0002679148889999	0.0	0.0	0.0	2.3355543999999997e-05	0.0	0.0	2.07442e-05	0.0	0.0001509956675	0.0	2.07442e-05	9.3147409e-05	0.00021733001	0.000200356296	0.0002679148889999	0.0	9.3147409e-05	0.0	0.00015332299	0.0	6.468419e-05	0.0	0.000153065058
1.1.1.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83655e-07	0.0	0.0
1.1.1.27	0.0	0.0	0.0	2.8064440000000005e-05	8.059881499999999e-05	6.019203830000001e-05	3.72977e-05	2.07773687e-05	0.0002382239599999	0.0	8.355012e-06	2.3155342000000003e-05	2.07773687e-05	6.019203830000001e-05	8.355012e-06	0.0	9.221651e-05	0.0	0.000419897694	0.0	0.0	0.0002649860403	0.000187908	9.221651e-05
1.1.1.271	0.0001717763182	0.0	4.084678e-05	0.0002907106562	0.0	3.54451707e-05	0.0	0.0001717763182	9.62062e-05	2.0721647e-05	0.0	0.0	9.62062e-05	4.084678e-05	4.084678e-05	0.0	0.0	0.0115313	3.54451707e-05	4.084678e-05	1.892883e-06	2.0721647e-05	1.8804521e-05	0.0
1.1.1.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85135e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.274	0.0	0.0	0.000245059235	0.0	3.9489445e-05	8.541460000000001e-05	0.0001906293198999	2.167974e-05	0.0	0.0001629625519999	0.0	2.861434e-06	0.0	0.0	0.0	0.0001697408806	0.0	0.0001697408806	0.0	7.95863e-07	2.861434e-06	0.0	8.541460000000001e-05	0.0001906293198999
1.1.1.276	0.0	0.0	6.7793204e-05	6.36748e-07	0.0	0.0	0.0001272996999999	0.0	0.0	0.0	0.0001272996999999	0.0	5.63388e-05	0.0	3.5414366e-05	0.000189761015	0.0001272996999999	5.39088e-06	0.0	0.0	6.7793204e-05	0.0	0.0	0.0001272996999999
1.1.1.28	0.0	2.8291599999999997e-06	0.0	0.0	1.433075e-06	0.0	2.8291599999999997e-06	0.0001960812939999	5.335471e-06	0.0	0.0	1.01508989e-05	2.8291599999999997e-06	1.67362902e-05	0.0	5.3926568999999995e-05	1.67362902e-05	0.0	5.335471e-06	0.0	0.0	0.0	2.8073895e-05	0.0
1.1.1.281	0.0	0.0	0.0	2.37632e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68617e-06	0.0	0.0	1.68617e-06	1.68617e-06	0.0	0.0	0.0	0.0	1.68617e-06	0.0
1.1.1.282	0.0	3.9172732e-05	0.0	0.0	5.183305e-07	0.0	0.0	5.4468999999999995e-06	5.183305e-07	0.0	0.0	0.0	5.4468999999999995e-06	5.10009e-07	5.183305e-07	0.0	0.0	5.10009e-07	6.026984e-05	5.0982916e-06	0.0	0.0	1.2754873e-06	1.6684207e-05
1.1.1.283	7.79781e-06	0.0	7.79781e-06	0.0	0.0	1.01563e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.79781e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.284	0.0	0.0	1.343242e-06	0.0	1.439659e-06	7.57589171e-05	3.76142404e-05	1.7376629999999998e-05	0.0	0.0	1.5896039999999998e-05	0.0	0.0	0.0	0.0001318650799999	0.0	1.343242e-06	0.0	0.0	0.0001270820045	0.0	1.7376629999999998e-05	0.0001318650799999	0.0
1.1.1.287	0.0	0.0	0.0	0.0	0.0	0.0	2.71909e-07	0.0	0.0	0.0	7.50912e-06	0.0	0.0	4.16065e-07	2.71909e-07	0.0	4.16065e-07	4.16065e-07	7.50912e-06	9.47053e-06	0.0	7.50912e-06	7.50912e-06	1.60562e-07
1.1.1.289	6.36359e-07	0.0	0.0	0.0	4.42647e-07	0.0	0.0	0.0	0.0	0.0	3.73718e-06	7.20395e-07	0.0	4.42647e-07	0.0	0.0	0.0	2.69984e-05	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.29	0.0	0.0	0.0	0.0	0.0	1.42758e-05	6.47335e-07	0.0	1.08575e-06	0.0	3.89555e-05	3.89555e-05	0.0	1.7715e-05	0.0	1.08575e-06	5.23868e-06	3.28922e-07	1.94878e-06	6.47335e-07	5.0199e-07	0.0	5.0199e-07	0.0
1.1.1.290	1.5733108e-05	0.000174844655	1.5733108e-05	8.2214264e-05	6.2072801e-05	0.000198244819	0.000273594296	1.1091605e-05	0.000172265492	9.5191661e-05	0.0	0.0	0.0	0.0	0.000174844655	0.0001138265529999	0.000331132969	0.0	1.1091605e-05	0.0	0.0	0.0	0.0	1.5733108e-05
1.1.1.291	0.0	2.360534e-06	0.0	1.48486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9074999999999995e-06	0.0	0.0	6.9074999999999995e-06	0.0	6.0667019999999995e-05	1.48486e-06	0.0	6.0667019999999995e-05	0.0	0.0	0.0
1.1.1.292	7.60433e-06	2.7042622999999997e-05	4.8956041e-05	0.0	1.3562e-06	3.99021974e-05	3.5652260000000005e-06	2.7042622999999997e-05	1.3562e-06	2.1926263e-06	0.0	0.0	3.0686469999999996e-05	7.60433e-06	0.0	4.8956041e-05	2.6601786700000003e-05	4.4297948e-05	1.368378e-05	4.953967e-05	4.4297948e-05	1.368378e-05	1.368378e-05	1.3562e-06
1.1.1.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103733676	0.0	8.183529599999999e-05	1.697108e-05	0.0	0.0	1.4535811e-05	0.0	0.0	0.0	1.222787e-06	0.000103733676	6.75256e-08	2.540061e-07	2.540061e-07	0.0
1.1.1.3	0.0003521309321999	8.30234e-05	0.000285765191	2.2630511000000003e-05	8.30234e-05	0.000285765191	0.0002442882558	4.8470944e-05	0.0002450599634999	0.0002450599634999	3.72880809e-05	0.0002450599634999	0.0001401028379999	0.0001252388457	0.0	2.2630511000000003e-05	7.732450210000001e-05	0.0	0.00015836177	8.30234e-05	0.0001401028379999	0.0003521309321999	0.0003521309321999	0.0
1.1.1.30	0.0	0.0	6.3454080000000005e-06	0.0	0.0	3.7184e-07	0.0	0.0	0.0	2.7932494e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7184e-07	0.0	0.0	0.0
1.1.1.304	2.11962e-07	0.0	0.0	0.0	5.2894090999999994e-05	0.0	0.0	0.0	0.0	5.2894090999999994e-05	0.0	0.0	0.0	1.292905e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.5494700000000003e-06	0.0	0.0	0.0
1.1.1.305	0.0	0.0	0.0	3.283027e-05	4.1700036e-05	0.0	3.283027e-05	0.0	0.0	0.0	0.0	3.399422e-06	0.0	0.0	0.0	0.0	2.86267e-07	0.0	7.4800571e-05	0.0	3.399422e-06	0.0	2.9934202e-05	4.1700036e-05
1.1.1.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66693e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66693e-06
1.1.1.308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.31	0.0	2.55461e-06	0.0	0.0	2.838443e-06	0.0	0.0	0.0	2.838443e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.16646e-07	7.16646e-07	0.0
1.1.1.313	0.0	0.0	0.0	4.21387e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.317	2.86049e-05	0.0	2.25778e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67118e-07	3.34137e-05	3.34137e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.336	1.08762e-06	5.73325e-06	4.235968e-06	5.73325e-06	2.69792245e-05	0.0	0.0	0.0	8.49478e-05	5.73325e-06	8.49478e-05	8.43228e-07	7.16723e-06	1.08762e-06	2.10578e-06	1.08762e-06	0.0	0.0	0.0	0.0	0.0	3.773353e-05	8.54222e-05	0.0
1.1.1.34	2.40259e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40259e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84683e-07	0.0	0.0
1.1.1.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23897e-06	0.0	0.0	0.0	0.0
1.1.1.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.346	0.0	1.663771e-05	0.0	0.0	0.0	0.0	1.8023999e-05	0.0	0.0	0.0	0.0	0.0	1.27411e-06	0.0	1.27411e-06	0.0	0.0	0.0	2.895907e-05	0.0	2.51192e-07	0.0	0.0	2.51192e-07
1.1.1.35	2.39507115e-05	4.6150183e-05	2.39507115e-05	0.0	0.0	0.0	2.4912806e-06	0.0	0.0003014643549999	0.0	9.97279e-06	4.380873700000001e-06	2.39507115e-05	4.380873700000001e-06	0.0	6.667405499999998e-05	2.4912806e-06	0.0	0.0	0.0	4.054459700000001e-06	0.0	0.0	0.00030352011
1.1.1.350	6.11693e-06	0.0	0.0	9.84128e-07	0.0	0.0	9.84128e-07	0.0	0.0	0.0	0.0	0.0	0.0	6.81472e-06	6.11693e-06	0.0	0.0	0.0	6.81472e-06	0.0	9.84128e-07	0.0	0.0	0.0
1.1.1.36	0.0	0.0	6.3065990000000005e-06	0.0	0.0	4.48029e-05	6.3065990000000005e-06	5.75781e-07	5.75781e-07	0.0	0.0	3.44992e-06	5.75781e-07	4.090066e-06	2.20177e-06	0.0	3.44992e-06	3.44992e-06	5.56789e-07	2.20177e-06	0.0	6.3065990000000005e-06	0.0	7.62421e-06
1.1.1.369	0.0	6.53381e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.53381e-06	0.0	6.53381e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.37	0.0	3.48925e-06	0.0	0.000120597559	0.0	3.8103003e-05	7.5741797e-05	3.9129203e-05	0.0	3.1306983e-05	7.5741797e-05	0.000120597559	8.520194000000001e-05	3.48925e-06	0.0	0.000101627801	0.0	2.127088e-05	3.7051089999999994e-05	2.127088e-05	3.9129203e-05	0.0	0.0	0.0
1.1.1.373	3.656799e-06	0.0	0.0	2.681532e-05	0.0	0.0	0.0	1.175064e-05	2.37806e-05	0.0	0.0	1.175064e-05	4.47021e-07	0.0	1.175064e-05	4.47021e-07	0.0	0.0	3.656799e-06	2.37806e-05	4.47021e-07	0.0	9.37982e-07	1.09214e-06
1.1.1.38	0.0001006484301999	8.671613999999999e-07	7.586228900000001e-05	0.0	0.0	8.671613999999999e-07	8.671613999999999e-07	1.81319984e-05	0.0	0.0	0.0	1.4151708699999998e-05	8.671613999999999e-07	0.0	0.0	0.0	0.0	1.4151708699999998e-05	2.4594646300000004e-05	3.6284952300000006e-05	4.308471e-07	7.586228900000001e-05	1.4151708699999998e-05	3.6284952300000006e-05
1.1.1.381	0.0	6.91151e-08	0.0	6.91151e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75256e-08	0.0	1.07919e-05	6.75256e-08	0.0	0.0	0.0	0.0	0.0	8.74144e-06	0.0	0.0	0.0
1.1.1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.391	0.0	1.261343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6546e-07	0.0	1.858609e-06	0.0	0.0	1.261343e-06	0.0	0.0	4.22431e-07	0.0	0.0	0.0	0.0
1.1.1.392	0.0	0.0	0.0	2.48524e-07	0.0	0.0	0.0	5.28836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
